"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (INR)",Impressions,Reach,Ends,"Attribution setting","CPM (cost per 1,000 impressions) (INR)","Cost per ThruPlay (INR)",ThruPlays,"Instagram follows","Video plays at 75%","Video plays","Video plays at 50%","Video plays at 100%","Unique CTR (all)"
2026-07-29,2026-07-29,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-29,2026-07-29,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-28,2026-07-28,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,452.755,2000,Daily,905.51,2394,1725,Ongoing,"7-day click, 1-day view or 1-day engaged view",378.241437,17.085094,53,1,61,200,78,54,7.478261
2026-07-28,2026-07-28,"Engagement campaign Janviaika Reels",active,8881,video_thruplay_watched_actions,0.04117104,"Using ad set budget",0,365.64,60697,54055,Ongoing,"7-day click or 1-day view",6.024021,0.041171,8881,0,5775,60068,10178,3776,0.266395
2026-07-28,2026-07-28,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,1109.25,4602,3432,Ongoing,"7-day click, 1-day view or 1-day engaged view",241.036506,,,0,,,,,4.516317
2026-07-28,2026-07-28,"Hot Campaign for Website Visitors",active,,,,500,Daily,515,1755,1227,Ongoing,"7-day click, 1-day view or 1-day engaged view",293.447293,64.375,8,0,14,45,19,8,7.416463
2026-07-28,2026-07-28,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,944.62,"Using ad set budget",0,944.62,4088,2916,Ongoing,"7-day click, 1-day view or 1-day engaged view",231.071429,67.472857,14,0,18,126,31,14,4.561043
2026-07-28,2026-07-28,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Red Anarkali Engagement campaign",inactive,10884,video_thruplay_watched_actions,0.02840867,300,Daily,309.2,57269,57269,Ongoing,"7-day click or 1-day view",5.399082,0.028409,10884,0,4877,56198,12049,2416,0.541305
2026-07-28,2026-07-28,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Lehenga post from Insta",inactive,5758,video_thruplay_watched_actions,0.05418722,"Using ad set budget",0,312.01,26305,25747,Ongoing,"7-day click or 1-day view",11.861243,0.054187,5758,0,4613,26069,7706,2080,0.683575
2026-07-28,2026-07-28,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-28,2026-07-28,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-28,2026-07-28,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-27,2026-07-27,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,4,actions:offsite_conversion.fb_pixel_purchase,294.69,2000,Daily,1178.76,2111,1584,Ongoing,"7-day click, 1-day view or 1-day engaged view",558.389389,20.68,57,1,63,209,85,57,7.954545
2026-07-27,2026-07-27,"Engagement campaign Janviaika Reels",active,5652,video_thruplay_watched_actions,0.0693489,"Using ad set budget",0,391.96,43503,42098,Ongoing,"7-day click or 1-day view",9.009953,0.069349,5652,1,2840,42933,5037,1733,0.337308
2026-07-27,2026-07-27,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,1189.39,4460,3361,Ongoing,"7-day click, 1-day view or 1-day engaged view",266.679372,,,0,,,,,4.284439
2026-07-27,2026-07-27,"Hot Campaign for Website Visitors",active,2,actions:offsite_conversion.fb_pixel_purchase,241.455,500,Daily,482.91,1138,887,Ongoing,"7-day click, 1-day view or 1-day engaged view",424.349736,48.291,10,0,11,29,16,10,6.200676
2026-07-27,2026-07-27,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,1054.22,"Using ad set budget",0,1054.22,3801,2805,Ongoing,"7-day click, 1-day view or 1-day engaged view",277.353328,117.135556,9,0,11,90,18,9,4.705882
2026-07-27,2026-07-27,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Red Anarkali Engagement campaign",inactive,10678,video_thruplay_watched_actions,0.02912905,300,Daily,311.04,60030,60030,Ongoing,"7-day click or 1-day view",5.181409,0.029129,10678,0,4846,59048,11864,2343,0.498084
2026-07-27,2026-07-27,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Lehenga post from Insta",inactive,5701,video_thruplay_watched_actions,0.05414313,"Using ad set budget",0,308.67,26122,24548,Ongoing,"7-day click or 1-day view",11.816477,0.054143,5701,0,4596,25895,7687,2131,0.676226
2026-07-27,2026-07-27,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-27,2026-07-27,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-27,2026-07-27,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-26,2026-07-26,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,1282.48,2000,Daily,1282.48,2550,1732,Ongoing,"7-day click, 1-day view or 1-day engaged view",502.933333,17.568219,73,1,84,294,119,74,7.274827
2026-07-26,2026-07-26,"Engagement campaign Janviaika Reels",active,3390,video_thruplay_watched_actions,0.09174926,"Using ad set budget",0,311.03,26386,26023,Ongoing,"7-day click or 1-day view",11.78769,0.091749,3390,1,752,25801,1436,391,0.399646
2026-07-26,2026-07-26,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,1,actions:offsite_conversion.fb_pixel_purchase,1236.36,1000,Daily,1236.36,4529,3447,Ongoing,"7-day click, 1-day view or 1-day engaged view",272.987414,,,1,,,,,4.844793
2026-07-26,2026-07-26,"Hot Campaign for Website Visitors",active,1,actions:offsite_conversion.fb_pixel_purchase,632.21,500,Daily,632.21,1576,1119,Ongoing,"7-day click, 1-day view or 1-day engaged view",401.148477,158.0525,4,0,7,27,11,4,8.757819
2026-07-26,2026-07-26,JanviAika_Shopping_Ad_Campaign,active,4,actions:offsite_conversion.fb_pixel_purchase,303.41,"Using ad set budget",0,1213.64,4414,3130,Ongoing,"7-day click, 1-day view or 1-day engaged view",274.952424,80.909333,15,0,17,90,32,15,4.504792
2026-07-26,2026-07-26,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Red Anarkali Engagement campaign",inactive,11009,video_thruplay_watched_actions,0.02952403,300,Daily,325.03,59379,56583,Ongoing,"7-day click or 1-day view",5.473821,0.029524,11009,0,4841,58300,12147,2337,0.634466
2026-07-26,2026-07-26,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Lehenga post from Insta",inactive,5848,video_thruplay_watched_actions,0.05641758,"Using ad set budget",0,329.93,26560,24674,Ongoing,"7-day click or 1-day view",12.422063,0.056418,5848,0,4735,26311,7869,2153,0.713301
2026-07-26,2026-07-26,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-26,2026-07-26,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-26,2026-07-26,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-25,2026-07-25,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,839.53,2000,Daily,839.53,1504,1011,Ongoing,"7-day click, 1-day view or 1-day engaged view",558.198138,20.476341,41,1,52,194,80,42,8.704253
2026-07-25,2026-07-25,"Engagement campaign Janviaika Reels",active,4060,video_thruplay_watched_actions,0.09460837,"Using ad set budget",0,384.11,27433,26119,Ongoing,"7-day click or 1-day view",14.00175,0.094608,4060,1,782,26939,1421,418,0.539837
2026-07-25,2026-07-25,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,786.51,2321,1749,Ongoing,"7-day click, 1-day view or 1-day engaged view",338.866868,,,0,,,,,3.945111
2026-07-25,2026-07-25,"Hot Campaign for Website Visitors",active,,,,500,Daily,343.33,1109,797,Ongoing,"7-day click, 1-day view or 1-day engaged view",309.585212,114.443333,3,0,3,13,5,3,5.395232
2026-07-25,2026-07-25,JanviAika_Shopping_Ad_Campaign,active,1,actions:offsite_conversion.fb_pixel_purchase,911.9,"Using ad set budget",0,911.9,3458,2472,Ongoing,"7-day click, 1-day view or 1-day engaged view",263.707345,47.994737,19,0,23,112,36,19,4.894822
2026-07-25,2026-07-25,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Red Anarkali Engagement campaign",inactive,8778,video_thruplay_watched_actions,0.03047163,300,Daily,267.48,48351,47964,Ongoing,"7-day click or 1-day view",5.532047,0.030472,8778,0,3869,47444,9737,1916,0.521224
2026-07-25,2026-07-25,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Lehenga post from Insta",inactive,4599,video_thruplay_watched_actions,0.05816264,"Using ad set budget",0,267.49,20844,19675,Ongoing,"7-day click or 1-day view",12.83295,0.058163,4599,0,3649,20631,6236,1645,0.681067
2026-07-25,2026-07-25,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-25,2026-07-25,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-25,2026-07-25,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-24,2026-07-24,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,984.4,1717,1187,Ongoing,"7-day click, 1-day view or 1-day engaged view",573.325568,10.362105,95,0,123,392,166,101,8.677338
2026-07-24,2026-07-24,"Engagement campaign Janviaika Reels",active,2725,video_thruplay_watched_actions,0.0664367,"Using ad set budget",0,181.04,19580,19580,Ongoing,"7-day click or 1-day view",9.24617,0.066437,2725,0,1013,19242,1800,540,0.301328
2026-07-24,2026-07-24,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,954.63,2398,1756,Ongoing,"7-day click, 1-day view or 1-day engaged view",398.094245,,,0,,,,,4.612756
2026-07-24,2026-07-24,"Hot Campaign for Website Visitors",active,,,,500,Daily,470.87,1272,926,Ongoing,"7-day click, 1-day view or 1-day engaged view",370.180818,39.239167,12,0,14,32,20,12,6.695464
2026-07-24,2026-07-24,JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,463.53,"Using ad set budget",0,927.06,3216,2053,Ongoing,"7-day click, 1-day view or 1-day engaged view",288.264925,51.503333,18,0,25,138,39,18,4.773502
2026-07-24,2026-07-24,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Red Anarkali Engagement campaign",inactive,10457,video_thruplay_watched_actions,0.0288381,300,Daily,301.56,55469,54550,Ongoing,"7-day click or 1-day view",5.43655,0.028838,10457,0,4473,54267,11515,2161,0.566453
2026-07-24,2026-07-24,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Lehenga post from Insta",inactive,5227,video_thruplay_watched_actions,0.05594988,"Using ad set budget",0,292.45,24864,24663,Ongoing,"7-day click or 1-day view",11.761985,0.05595,5227,0,4182,24491,7020,1868,0.689292
2026-07-24,2026-07-24,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-24,2026-07-24,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-24,2026-07-24,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-23,2026-07-23,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-23,2026-07-23,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,1012.21,1713,1264,Ongoing,"7-day click, 1-day view or 1-day engaged view",590.899008,14.66971,69,1,79,242,104,67,8.386076
2026-07-23,2026-07-23,"Engagement campaign Janviaika Reels",active,7928,video_thruplay_watched_actions,0.03577321,"Using ad set budget",0,283.61,48640,48640,Ongoing,"7-day click or 1-day view",5.830798,0.035773,7928,0,3735,47822,6478,2083,0.296053
2026-07-23,2026-07-23,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,990.01,3317,2440,Ongoing,"7-day click, 1-day view or 1-day engaged view",298.465481,8.76115,113,3,135,525,194,113,3.770492
2026-07-23,2026-07-23,"Hot Campaign for Website Visitors",active,2,actions:offsite_conversion.fb_pixel_purchase,269.835,500,Daily,539.67,1422,1005,Ongoing,"7-day click, 1-day view or 1-day engaged view",379.514768,269.835,2,1,4,23,8,2,9.154229
2026-07-23,2026-07-23,JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,447.935,"Using ad set budget",0,895.87,3120,2291,Ongoing,"7-day click, 1-day view or 1-day engaged view",287.137821,35.8348,25,0,31,153,43,25,4.975993
2026-07-23,2026-07-23,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-23,2026-07-23,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-23,2026-07-23,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-23,2026-07-23,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-23,2026-07-23,"Red Anarkali Engagement campaign",inactive,10105,video_thruplay_watched_actions,0.02992974,300,Daily,302.44,55571,55489,Ongoing,"7-day click or 1-day view",5.442407,0.02993,10105,0,4543,54450,11177,2235,0.618141
2026-07-23,2026-07-23,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
